Output Factor
Date and time: 2026-04-03_10-51-05
Description: {}
ACR used: 1.1
Rank used: 1
Integration time: 752 us
Number,Time,ch0,ch1
487,0.367464,-10.063813229571984,-9.946623941405356
488,0.368222,-10.144380865186541,-10.108491645685511
489,0.368974,-9.853604943923095,-9.956145571068895
490,0.369726,-10.15390249485008,-10.028656443121996
491,0.37048,-9.96420233463035,-10.07699702449073
492,0.371237,-9.770840009155414,-9.925383382925155
493,0.37199,-9.998626688029297,-9.821377889677272
494,0.372746,-9.852140077821012,-9.761318379491875
495,0.373499,-10.227878233005264,-9.88216983291371
496,0.374251,-10.086518654154268,-9.889494163424125
497,0.375005,-10.057953765163653,-9.718837262531473
498,0.375757,-10.05648889906157,-9.879972533760586
499,0.37651,-10.158297093156328,-10.074799725337606
500,0.377261,-10.291599908445868,-9.77889677271687
501,0.378014,-10.187594415197985,-10.082856488899061
502,0.378767,-9.970061799038682,-10.173678187228198
503,0.37952,-9.912199588006409,-10.019134813458457
504,0.380274,-10.249851224536506,-10.161226825360494
505,0.381027,-9.84042114900435,-9.91293202105745
506,0.38178,-9.803799496452278,-9.919523918516823
507,0.382533,-9.95394827191577,-10.16415655756466
508,0.383286,-10.041840238040741,-9.875577935454338
509,0.384039,-10.122407873655298,-10.247653925383382
510,0.384792,-10.074799725337606,-9.8360265506981
511,0.385545,-10.199313344014648,-10.326024261844815
512,0.386298,-10.074067292286564,-10.047699702449073
513,0.387052,-10.25717555504692,-9.745204852368964
514,0.387805,-10.11288624399176,-9.743739986266881
515,0.388558,-9.814053559166858,-9.869718471046006
516,0.38931,-9.932707713435569,-9.908537422751202
517,0.390063,-10.02572671091783,-10.01547264820325
518,0.390814,-10.208834973678186,-10.189059281300068
519,0.391567,-10.091645685511558,-10.317235065232317
520,0.392321,-10.002288853284504,-10.043305104142824
521,0.393074,-10.126802471961547,-9.83089951934081
522,0.393828,-10.107026779583428,-10.101167315175097
523,0.39458,-9.949553673609522,-9.810391393911651
524,0.395333,-10.05648889906157,-9.85653467612726
525,0.396086,-10.175143053330281,-10.33408102540627
526,0.396839,-9.963469901579309,-9.833829251544977
527,0.397592,-9.925383382925155,-10.093110551613641
528,0.398344,-9.962737468528267,-10.052826733806363
529,0.399097,-10.019134813458457,-10.047699702449073
530,0.39985,-10.079926756694896,-10.28793774319066
531,0.400603,-10.113618677042801,-10.120943007553215
532,0.401356,-9.707850766765851,-9.679285877775236
533,0.40211,-10.136324101625085,-9.963469901579309
534,0.402864,-10.13339436942092,-10.135591668574044
535,0.403616,-9.817715724422065,-9.936369878690776
536,0.404368,-10.253513389791713,-10.232272831311512
537,0.40512,-10.164888990615701,-9.96932936598764
538,0.405872,-10.119478141451133,-9.814053559166858
539,0.406626,-10.053559166857404,-10.388281071183336
540,0.40738,-9.848477912565805,-10.26230258640421
541,0.408133,-9.857267109178302,-10.149507896543831
542,0.408886,-9.958342870222019,-10.101167315175097
543,0.409639,-10.0411078049897,-10.149507896543831
544,0.410391,-10.156099794003204,-9.949553673609522
545,0.411145,-10.23080796520943,-9.9898374914168
